address,ID,categories,city,latitude,longitude,name,postal_code,review_count,stars_business
117 S St,HcddEbhaQ3wgyEFoEZSeGQ,"Thai, Restaurants",Philadelphia,39.9412384,-75.14467,Tamarind,19147,309,4.0
1336 Chestnut St,ci-kujWfHzsg5zCcqYZLKA,"Nightlife, Restaurants, Event Planning & Services, Cocktail Bars, Bowling, Active Life, Venues & Event Spaces, Bars, American (Traditional), American (New), Lounges",Philadelphia,39.950671,-75.1633942,Lucky Strike - Philadelphia,19107,309,3.0
402 Wood St,4qG7aFq9-45830OfYt7gCA,"Cafes, Restaurants, Italian",Philadelphia,39.956611,-75.1463377,Radicchio Cafe,19106,309,4.0
901 Christian St,i_sAh-ylmOwCQmqRmXox8g,"Italian, Restaurants, Gluten-Free",Philadelphia,39.9391381,-75.1579072,Monsú,19147,309,4.0
1301 N 5th St,1N7RWvz2c_e640PsvnSc0A,"Restaurants, Mexican",Philadelphia,39.9714977,-75.1444936,Taco Riendo,19122,309,4.0
1622 South St,-T_lkOvaK39R-Ufg6VUyxg,"Desserts, Food, Coffee & Tea, Restaurants",Philadelphia,39.9439921,-75.1695863,Magpie,19146,308,4.5
306 S 16th St,VJEzpfLs_Jnzgqh5A_FVTg,"Soup, Thai, Restaurants, Salad",Philadelphia,39.9470839462,-75.1682054067,Jasmine Rice - Rittenhouse,19102,307,3.5
229 S 45th St,ckbvLKwjEb836t-EDKsVVg,"Restaurants, Bars, Nightlife, Ethiopian",Philadelphia,39.9541658,-75.2116004,Abyssinia,19104,307,3.5
2234 W Passyunk Ave,3M69f6Cg2CAgpEcIgoKS5A,"Burgers, Sandwiches, Cheesesteaks, Food, Juice Bars & Smoothies, Restaurants",Philadelphia,39.9225830143,-75.1848140609,Philip's Steaks,19145,307,3.5
4365 Main St,rK4MQ-vybY5KXI73o-0mlw,"Restaurants, Cocktail Bars, Wine Bars, American (New), Pizza, Tapas Bars, Beer, Wine & Spirits, Nightlife, Food, Bars",Philadelphia,40.025925,-75.2241818,Jake's & Cooper's Wine Bar & Wine Shop,19127,306,3.5
637 N 3rd St,vpfy4_N1PozCkvk2WDE_RQ,"Restaurants, Bars, American (Traditional), Nightlife",Philadelphia,39.9622476511,-75.1430036973,The Abbaye,19123,306,4.0
4728 Baltimore Ave,14ZGwnDyydXdSBsLXpSUrA,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",Philadelphia,39.9483087,-75.2178905,Vientiane Café,19143,304,4.0
308 E Girard Ave,LM4-MPJIIwQlpBVZuzbJxg,"Restaurants, Thai, Vietnamese, American (New)",Philadelphia,39.9696821256,-75.1314063513,Stock,19125,304,4.0
15 S 20th St,e4MoozYGqe_rb4_ZC1rYMQ,"Event Planning & Services, Venues & Event Spaces, Cupcakes, Coffee Roasteries, Italian, Food, Bakeries, Coffee & Tea, Restaurants",Philadelphia,39.952725,-75.1729016,Nook Bakery & Coffee Bar,19103,304,4.5
710 W Girard Ave,J36em-jyd2inHyXC20jtXA,"Pakistani, Indian, Restaurants, Food, Food Delivery Services, Vegetarian",Philadelphia,39.9701111,-75.1486779,Tiffin,19123,304,3.5
1549 S 13th St,1CCG0WYSoR8ejdgD5-Gaqg,"Italian, Restaurants, Pizza",Philadelphia,39.9302667,-75.1659499,Francoluigi's Pizzeria & Italian Restaurant,19147,303,4.0
105 S 22nd St,DAbpxhhHOxInDNLdvWrTTQ,"Noodles, Thai, Restaurants, Salad",Philadelphia,39.9521517,-75.1768973,Smile Cafe,19103,303,4.0
2004 Chestnut St,c3a5La0D2L51qXVE7DIJLg,"Fast Food, Halal, Ethnic Food, Indian, Restaurants, Specialty Food, Food",Philadelphia,39.9518768,-75.173802,Spice End,19103,302,3.5
1180 S 10th St,QKVX66UREuD6aQ0x_F17wA,"Restaurants, Food, Pizza, Italian",Philadelphia,39.934678,-75.160539,Slice,19147,302,3.5
1002 Arch St,kiA1mrC2ZVoRmpsWgAT7ow,"Asian Fusion, Chinese, Hot Pot, Restaurants",Philadelphia,39.953486,-75.156575,Hippot Shabu Shabu,19107,302,3.5
125 Walnut St,EhotxJEJxpMgCJ0F82Buvg,"Breakfast & Brunch, Restaurants, Bars, American (New), Lounges, Cocktail Bars, Nightlife, Seafood",Philadelphia,39.9469051201,-75.1440923726,The Olde Bar,19106,302,4.0
1701 Locust St,q9Pupuw6Z2b8WaYK-MGt4g,"Gluten-Free, Coffee & Tea, Breakfast & Brunch, Australian, Restaurants, Cafes, Food",Philadelphia,39.9489487,-75.1695317,Bluestone Lane,19103,302,4.0
1518 Chestnut St,waWvlZPOgPkfSTsnCju4aA,"Restaurants, Indian",Philadelphia,39.950914,-75.1664173,Amma's South Indian Cuisine,19102,301,4.0
4914 Baltimore Ave,JomDoQafikclSVVCPkWjnA,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",Philadelphia,39.94796,-75.22198,Cedar Park Cafe,19143,301,4.0
1700 Benjamin Franklin Pkwy,BiSdlIuOlf6MqyEZ6aWhfQ,"Restaurants, Sports Bars, Nightlife, Bars, Pubs, Irish",Philadelphia,39.95602,-75.167795,Con Murphy's,19103,301,3.5
1819 E Passyunk Ave,TUtOrI_GnVwSuHHTTEN8MA,"Coffee & Tea, Sandwiches, Food, Breakfast & Brunch, Restaurants",Philadelphia,39.9272228,-75.1663261,Chhaya Cafe,19148,301,4.0
2063 South St,Co3Ogqy6y2JgZdG0wBlrUQ,"Asian Fusion, Nightlife, Restaurants, American (New), Bars, Pubs",Philadelphia,39.9450458,-75.1769728,Ten Stone Bar & Restaurant,19146,300,3.0
695 N Broad St,3wg8xiywSGA96DWCF0WOLw,"Cheesesteaks, Food, Restaurants, Steakhouses, Sandwiches",Philadelphia,39.9662097908,-75.1603736876,Jimmy G's Steaks,19123,300,4.0
2501 Meredith St,4zQV6v8TwEYMwI9Ekdf19g,"Moroccan, Restaurants",Philadelphia,39.9685113,-75.1785123,Figs,19130,300,4.0
120 S 18th St,i89mbAOMy4HVJRllmIKyzQ,"Restaurants, Bars, Ethnic Food, American (Traditional), Sandwiches, Wraps, Food Delivery Services, Nightlife, American (New), Seafood, Sports Bars, Food, Specialty Food",Philadelphia,39.9511294,-75.1707078,Wrap Shack,19103,300,3.5
630 N 2nd St,MM_v-KIUJiXLCxnkIqPKWA,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food",Philadelphia,39.9616969288,-75.1412892166,Soy Cafe,19123,299,4.5
344 South St,4hQxm6xckt0EGqfAGzQDyg,"Pubs, Cocktail Bars, Lounges, Sandwiches, Restaurants, Burgers, American (Traditional), Bars, American (New), Nightlife",Philadelphia,39.9415037,-75.1489862,Copabanana,19147,299,2.5
51 N 12th St,QtST1igZAi0q9LxJr6srIQ,"Restaurants, Seafood, American (New), Live/Raw Food, Breakfast & Brunch",Philadelphia,39.953298,-75.159071,Pearl's Oyster Bar,19107,298,4.0
1903 Chestnut St,YO9Ycz_chfmoW4WI9Ou0ag,"Gastropubs, Restaurants, Nightlife, Bars, Pubs",Philadelphia,39.9521221,-75.1720791,Drinker's Pub,19103,297,3.5
914 N 2nd St,5AGVyIa1_XVUqXGbQXRmiQ,"Restaurants, American (New), Arts & Entertainment, Jazz & Blues, Nightlife, Bars",Philadelphia,39.9645949,-75.1408296,Heritage,19123,297,4.0
8126 Germantown Ave,nIlmZLuMs0JuBRvAHSIf8Q,"Food, Restaurants, Bakeries, Custom Cakes, Ice Cream & Frozen Yogurt, Desserts",Philadelphia,40.0724995,-75.202403,Bredenbeck's Bakery & Ice Cream Parlor,19118,296,4.0
114 S 12th St,0PDe8TxXHoROxpu-jH8e6A,"Restaurants, American (New), Live/Raw Food",Philadelphia,39.9497992,-75.1604137,Pennsylvania 6,19107,296,4.0
1345 Locust St,lFYqN66bnwx8MiaIAtesoA,"Bars, Pubs, Nightlife, Restaurants, Gastropubs, Breakfast & Brunch",Philadelphia,39.9482894,-75.1639634,Perch Pub,19107,295,3.5
1801 E Passyunk Ave,eLAd1Jw-g1NKymBx1XPDoA,"Burgers, Pasta Shops, Pizza, Pubs, Specialty Food, Restaurants, Food, Nightlife, American (New), Bars, Italian",Philadelphia,39.927559,-75.166057,Stogie Joe's Tavern,19148,295,3.5
529 N 20th St,gLpp7kjR9Zg6ypG2lRjAYg,"Nightlife, Restaurants, Gastropubs, Bars, Pubs, American (Traditional)",Philadelphia,39.9630919,-75.1709203,McCrossen's Tavern,19130,293,4.0
130 S 18th St,gy0NuW7nzIuZNq3lLLlgzA,"Italian, Restaurants",Philadelphia,39.9508490197,-75.1706499186,Serafina Philadelphia,19103,292,2.5
2652 E Somerset St,zjTBfbvbN2Ps6_Ar0w-fuQ,"Nightlife, Arts & Entertainment, Caterers, Diners, Event Planning & Services, Restaurants, Coffee & Tea, Desserts, Food, Music Venues, Breakfast & Brunch, American (New), Cafes, Comfort Food",Philadelphia,39.9792581,-75.1121554,Hinge Cafe,19134,292,4.5
1734 E Passyunk Ave,EI2_OgANt1Mb_83cNnpPwg,"Italian, Restaurants",Philadelphia,39.9279881,-75.1658701,Marra's,19148,291,3.0
1172 S 9th St,S1FwTmCAwv5ulu5gToWi_w,"Specialty Food, Food, Restaurants, Desserts, Gelato, Chocolatiers & Shops, Coffee & Tea",Philadelphia,39.9343869,-75.1589957,RIM Cafe,19147,290,4.5
1701 Locust St,YtSqYv1Q_pOltsVPSx54SA,"Wine Bars, Restaurants, Nightlife, Steakhouses, Seafood, Bars",Philadelphia,39.9489487,-75.1695317,Rittenhouse Grill,19103,290,3.5
4000 City Ave,nYeTVhBwwF5aCGYo9-aLGw,"Nightlife, Burgers, Bars, American (Traditional), Restaurants, Sports Bars",Philadelphia,40.007927,-75.211183,TGI Fridays,19131,290,2.0
603 S 4th St,Al8y5FTs9tW5VsxTVy9ZMg,"Middle Eastern, Restaurants",Philadelphia,39.9414081509,-75.1490631994,Alyan's Restaurant,19147,289,4.0
4311 Main St,Q0pFg3ri7kt9xIxxXh7-RQ,"Tapas/Small Plates, Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars",Philadelphia,40.0250874,-75.2221876,SOMO Manayunk,19127,288,3.5
2311 Frankford Ave,ghFNIv9_Bde6uquScRZD7g,"Restaurants, Ice Cream & Frozen Yogurt, Food, Arts & Entertainment, Food Stands, Performing Arts, American (New), Caterers, Desserts, Event Planning & Services",Philadelphia,39.9807047287,-75.1282343498,Little Baby's Ice Cream,19125,288,4.0
261 S 21st St,C9UylQTOh7uwZo4a7QhLyg,"American (New), Restaurants, Salad, Seafood",Philadelphia,39.948937,-75.1759543,Friday Saturday Sunday,19103,287,4.5
1501 Snyder Ave,_wcOVX6PPvhXGMpUa2Ij8A,"Bakeries, Restaurants, Sandwiches, Diners, Food",Philadelphia,39.925004,-75.172084,Melrose Diner,19145,287,3.0
2025 Fairmount Ave,YcbICqp_TlaxNx7gIkRSzw,"Diners, American (New), French, Restaurants, Breakfast & Brunch",Philadelphia,39.967476,-75.171166,Hickory Lane American Bistro,19130,287,3.5
1216 Chestnut St,8XjxHeV66F4eoIy06rW0pA,"Italian, Wine Bars, Bars, Restaurants, Pizza, Breakfast & Brunch, Nightlife",Philadelphia,39.9503880379,-75.160978619,Porta,19107,286,3.0
1214 Sansom St,eLi0bpsDoWQkBhJX1d46tg,"Event Planning & Services, Bars, Pubs, Nightlife, Soup, Breakfast & Brunch, Venues & Event Spaces, Restaurants, Irish, Southern, Irish Pub, Arts & Entertainment, Music Venues",Philadelphia,39.9495961,-75.1611276,Fergie's Pub,19107,286,3.5
3131 Walnut St,uE40984_YDgVvPeRpFcCaQ,"Southern, Tapas/Small Plates, Restaurants",Philadelphia,39.9524388,-75.1873387,The Fat Ham,19104,286,4.0
1305 Locust St,pxmBh8YZ6HLGQfNHvJoHzA,"Restaurants, Bars, Wine Bars, Italian, Pizza, Nightlife",Philadelphia,39.9480175237,-75.1626882641,Nomad Roman Pizza,19107,286,4.0
1847 Callowhill St,aXr74YWu67vUtWsbmICbag,"Wine Bars, Desserts, Bars, Nightlife, American (Traditional), Food, American (New), Restaurants, Salad",Philadelphia,39.9607926479,-75.1698416252,Rose Tattoo Cafe,19130,285,4.0
1117 S 11th St,o7YE1WaFeQg_piECb9cgjQ,"Restaurants, Thai, Laotian, Asian Fusion",Philadelphia,39.936534,-75.16139,Ratchada Thai & Laos Cuisine,19147,285,4.0
1541 Spring Garden St,B6Cn6maWQ6sLhLwYGLhSlg,"Restaurants, Sandwiches, Caterers, Gluten-Free, Event Planning & Services, Breakfast & Brunch, Salad",Philadelphia,39.9630709056,-75.164270103,Stockyard Sandwich,19130,284,4.5
51 N 12th St,8xTHtLoNIwdpf0FEvIpQIw,"Restaurants, Italian, Pizza, Cheesesteaks",Philadelphia,39.9532222415,-75.1594696319,By George! Pizza Pasta & Cheesesteaks,19107,284,4.0
1727 N Front St,BPBTCvmUfRnEH6yyABzOzA,"Restaurants, Nightlife, Beer Gardens, Gastropubs, Food, Breweries",Philadelphia,39.9757885,-75.133938,Evil Genius Beer,19122,283,4.0
51 N 12th St,GGgYoWnKOpRQ3S0Yl14uDw,"Soup, Sandwiches, American (Traditional), Restaurants",Philadelphia,39.953223,-75.1588819,Meltkraft At Reading Terminal Market,19107,283,4.0
1101 S 9th St,UzU1N9XSoAUwn4Z8BIcvKw,"Food, Seafood Markets, Restaurants, Seafood, Specialty Food",Philadelphia,39.936139,-75.158194,Anastasi Seafood,19147,282,4.0
2821 W Girard Ave,Gw7UW0E2BguzL9suQnwDeg,"Restaurants, Food, Cheesesteaks, Food Trucks, Burgers",Philadelphia,39.9747101233,-75.1825701445,SPOT Gourmet Burgers,19130,282,4.5
12012 Bustleton Ave,a_fp9I18WcbP86rQ4c_QZQ,"Restaurants, Uzbek, Russian, Middle Eastern",Philadelphia,40.1226988,-75.0162309,Uzbekistan Restaurant,19116,282,4.0
200 S Broad St,bK0j7YtVyN98UnM_8fUONg,"American (New), Bars, Sports Bars, Restaurants, Nightlife",Philadelphia,39.9491188,-75.1648441,Tavern on Broad,19102,282,2.5
2220 Walnut St,IP_E4SHLClorhNg4o5bw9Q,"Tacos, Nightlife, Bars, Mexican, Restaurants",Philadelphia,39.9508956186,-75.178367123,Rosy's Taco Bar,19103,282,4.0
1401 E Moyamensing Ave,hHs2Ytn2QSHnFscnALsLlQ,"American (New), Nightlife, Restaurants, Bars, Fast Food, Cocktail Bars, Food",Philadelphia,39.9303951,-75.1495562,The Industry,19147,280,4.0
719 Sansom St,0OsR9lO16jxa0xWUY57s9g,"Japanese, Restaurants, Salad, Sushi Bars",Philadelphia,39.9487051045,-75.1531596925,Koto Sushi,19106,280,4.5
207 S 16th St,r3X75SK37buS94mDls3q_Q,"Vegan, Gluten-Free, Salad, Restaurants, American (Traditional)",Philadelphia,39.9493695,-75.1675666,Real Food Eatery,19102,279,4.5
134 N 10th St,AKrFJ7vuBbLPfE9u2HVEkQ,"Chinese, Noodles, Restaurants, Seafood",Philadelphia,39.9546629,-75.156162,Tai Lake Restaurant,19107,279,3.5
401 S 13th St,fIlR_iCy3m10_UYt6lJjHQ,"Restaurants, Sushi Bars",Philadelphia,39.945196,-75.162803,Sumo Sushi,19147,279,3.5
236 South St,WP9GAuhvmUhm8MAxMqhgrQ,"Beer, Wine & Spirits, Gluten-Free, Salad, Vegan, Nightlife, Desserts, Event Planning & Services, Halal, Caterers, Pakistani, Bars, Food, Restaurants, Indian, Vegetarian, Cocktail Bars",Philadelphia,39.94126,-75.1470703,Indian Kitchen Lovash,19147,278,3.5
2723 E Cumberland St,VC7VTddnZmY6RQoLQd_49A,"Restaurants, Italian",Philadelphia,39.9750224,-75.1183932,La Locanda Del Ghiottone,19125,278,4.0
1823 E Passyunk Ave,Sk1WdGuaCNQlQZ_u_JE0Ew,"Restaurants, Burgers",Philadelphia,39.9271243,-75.1663375,P'unk Burger,19148,278,3.5
2015 Walnut St,w55VlTgAoRXPnqFte3j9ew,"Mexican, Tacos, Restaurants",Philadelphia,39.9507589,-75.1743401,Revolution Taco,19103,276,4.0
4345 Main St,hL76rhaLE86ZJvZBuMeb6Q,"Restaurants, Japanese, Sushi Bars",Philadelphia,40.0256009,-75.2234981,Yanako,19127,276,4.0
5021 Baltimore Ave,t3PkHzVTvPA8qRxKe9TIkQ,"Bars, Event Planning & Services, Nightlife, Salad, American (Traditional), Tapas/Small Plates, Venues & Event Spaces, Breakfast & Brunch, Restaurants, American (New)",Philadelphia,39.948041,-75.2242388,Booker's Restaurant and Bar,19143,276,3.5
2025 Washington Ave,venWfi69QVylbyrvaPt0nQ,"Restaurants, Mexican, Cafes",Philadelphia,39.9394117528,-75.1773281189,Cafe Ynez,19146,276,4.5
1436 South St,pj8Y-5vfbRitnnm2xJFH9w,"Caribbean, Restaurants",Philadelphia,39.944275,-75.166787,Jamaican Jerk Hut,19146,276,2.5
"8000 Essington Ave, Gate F11, Terminal F",csfMjRRfr-sku6L6bhEf_A,"Restaurants, Bars, Nightlife, American (New), Italian, American (Traditional)",Philadelphia,39.8951784,-75.2279726,Local Tavern,19153,275,2.5
310 S 48th St,KYPhGJIibu_7ePIX4HNs6A,"Internet Cafes, Restaurants, Food, Seafood, American (New), Vegetarian, Caribbean, Chicken Wings, Caterers, Event Planning & Services, Breakfast & Brunch",Philadelphia,39.9531368,-75.2186607,48th Street Grille,19143,275,4.5
780-782 S 2nd St,IS3h8_4gL_IbmpVTKDB3LA,"Nightlife, Restaurants, Dive Bars, Izakaya, Bars, Sushi Bars, Japanese, Pubs",Philadelphia,39.9380805,-75.1465231,Royal Sushi & Izakaya,19147,275,4.5
8235 Germantown Ave,5UN1B7XqZohGuULLNlWL1A,"Bars, French, Restaurants, Jazz & Blues, Arts & Entertainment, Wine Bars, Nightlife",Philadelphia,40.0741872,-75.2030839,Paris Bistro and Jazz Cafe,19118,274,3.5
"104 S 21st St, Ste A",1CTNhKEqGbmG5r-sBbDoLg,"Restaurants, Korean, Japanese",Philadelphia,39.9518097,-75.1757389,Tampopo,19103,273,4.0
33 E Laurel St,hsslqZAVtu093rkguSpltA,"American (New), Nightlife, Restaurants, Arts & Entertainment, Comedy Clubs, Performing Arts, Bars",Philadelphia,39.965141,-75.135429,Punch Line Philly,19123,273,3.5
636 South St,Oh3Q3QfhMl2DArFiLUrT9Q,"Restaurants, Italian, Pizza",Philadelphia,39.942059,-75.153412,La Fourno Ristorante Trattoria,19147,273,4.0
795 S 3rd St,04UD14gamNjLY0IDYVhHJg,"Mediterranean, Restaurants, Seafood, Greek",Philadelphia,39.9380132,-75.1481307,Dmitri's,19147,273,4.0
764 S 9th St,G2oWC7vWPTiTZt--0bUMzA,"Thai, Restaurants",Philadelphia,39.9399660086,-75.1577649178,Kalaya,19147,272,4.5
1701 Arch St,rhdzgIxt3PikpHXm_QNCew,"Restaurants, Vegan, Food, Juice Bars & Smoothies, Acai Bowls, Salad, Mexican",Philadelphia,39.9551232973,-75.1681293836,Animo Juice,19103,272,4.0
501 S 45th St,uB12vX5p9T8z0g2Eq3bBBQ,"Breakfast & Brunch, Restaurants, American (New), Sandwiches, Tapas/Small Plates, Salad",Philadelphia,39.9501204,-75.2124323,Marigold Kitchen,19104,272,4.0
3611 Walnut St,pgri9CUZXGy9hi6UMMQR6A,"Restaurants, Burgers, Salad, American (New), Modern European",Philadelphia,39.9532791038,-75.1955875611,Louie Louie,19104,272,4.0
1523 E Passyunk Ave,uxZENO1iy7tz8MK77L3_GQ,"Restaurants, Juice Bars & Smoothies, Bakeries, Bagels, Breakfast & Brunch, Food, Sandwiches, Coffee & Tea",Philadelphia,39.9302929,-75.1627686,Black & Brew,19147,271,4.0
1308 Frankford Ave,hxh1ongobphqXq30V13ukg,"Food, Bars, American (Traditional), Nightlife, Gastropubs, Barbeque, Breakfast & Brunch, Restaurants, Pubs, Sports Bars, Beer, Wine & Spirits, Beer Bar",Philadelphia,39.970471,-75.134725,Bottle Bar East,19125,271,4.0
1504 Sansom St,SOsjW1JARmtHUFtpFlp8rw,"Restaurants, Pizza",Philadelphia,39.9502972,-75.1661556,Snap Custom Pizza - Center City,19102,271,4.0
120 Market St,UlQDf4jrww_L5b-AYnLO6g,"American (New), Bars, Cocktail Bars, Sandwiches, Breakfast & Brunch, Nightlife, Gastropubs, Restaurants",Philadelphia,39.949563,-75.143126,The Gaslight,19106,270,3.5
1837 E Passyunk Ave,benTAK8255VkJu14ZxVtDQ,"Restaurants, Malaysian",Philadelphia,39.9269086,-75.166608,Sate Kampar,19148,270,4.0
116 S 18th St,c5w3gViEODLmPJBCeAVUIQ,"Mediterranean, Hookah Bars, Nightlife, Middle Eastern, Restaurants, Bars",Philadelphia,39.9511992,-75.1706583,Byblos,19103,269,3.0
1521 Spruce St,F_ker4jxFkcvfZQf-MDfJA,"Restaurants, French, Italian, American (New)",Philadelphia,39.9475385,-75.1673293,Russet,19102,269,3.5
339 S 13th St,KyDcAU41QDQpYAFyK6Q6hg,"Food Trucks, Food Delivery Services, Street Vendors, Desserts, Food Stands, Restaurants, Food, Cupcakes, Bakeries",Philadelphia,39.9455654,-75.1627808,Sweet Box Cupcakes,19107,268,4.5
1506 South St,Z5b1Me1YBZGQAxIx62vmqg,"Gluten-Free, Creperies, Breakfast & Brunch, Ethnic Food, Specialty Food, Coffee & Tea, Restaurants, Food, French",Philadelphia,39.9438333,-75.1675337,So Crepe,19146,267,4.5
3520 Cottman Ave,UfNta35H6m-z2xN9XFI77g,"Restaurants, Thai",Philadelphia,40.0372006,-75.0421226,House of Thai Cuisine,19149,266,4.5
1526 Sansom St,-sTrihdzACrsOSu1FYdfxQ,"Restaurants, Cocktail Bars, Bars, Comfort Food, Breakfast & Brunch, Nightlife, Southern, Sandwiches, Soup",Philadelphia,39.9502275,-75.1668635,The Rooster,19102,266,4.5
1240 Spring Garden St,5E7Zk3g6kLsB72J4EX4YkA,"Desserts, Event Planning & Services, Caterers, Vegetarian, Pizza, Restaurants, Food, Italian, Venues & Event Spaces",Philadelphia,39.9618428098,-75.1592463255,Bufad,19123,266,4.0
1833 Fairmount Ave,CiTYWOKcXTZYztsT43wb5g,"Specialty Food, Food, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Grocery, American (New)",Philadelphia,39.967417,-75.168217,Tela's Market & Kitchen,19130,265,4.0
1839 Spruce St,Tkx1AiQarmw0zc50GibtTA,"Sandwiches, Restaurants, Breakfast & Brunch, Barbeque, American (New)",Philadelphia,39.9481101,-75.1726188,Marathon On the Square,19103,265,3.5
1710 Sansom St,qCpdeQYPf9i1EZhTnQgjtg,"Nightlife, Bars, Food, Restaurants, Delis, Beer, Wine & Spirits, Gastropubs, Beer Bar, Sandwiches",Philadelphia,39.9505843,-75.1693697,The Foodery at Rittenhouse,19103,265,4.0
1031 S 8th St,d48Xrx8MhGtdaLvhcYzNWQ,"Restaurants, Vietnamese",Philadelphia,39.9362435,-75.15667,Cafe Diem,19147,264,4.5
108 N 10th St,mCo2uVTTGYrEhRrkQW-CMw,"Taiwanese, Chinese, Noodles, Restaurants",Philadelphia,39.9539403,-75.1563093,Empress Garden,19107,263,4.0
12th St & Filbert St,HTqXI5S2XcSlh_ylx9sE6g,"Food, Restaurants, Bakeries",Philadelphia,39.9530477103,-75.1590135265,Termini Bros Bakery,19107,263,4.0
1917 E Passyunk Ave,EdopUxxfxqEA79Vcy_dT3g,"American (New), Sandwiches, Vegetarian, Food, Coffee & Tea, Restaurants",Philadelphia,39.9261735,-75.1675686,Fuel,19148,262,3.5
1740 Sansom St,vCHNWdW-ys-nWUx3Cpvk8Q,"Bakeries, Kosher, Food, Restaurants, Coffee & Tea",Philadelphia,39.9507452,-75.1701679,Swiss Haus Cafe & Pastry Bar,19103,261,4.0
3269 S Ferry Rd,-hsR1sWeD9Vw_nh5Qym2fg,"American (Traditional), Restaurants, Food, Breakfast & Brunch",Philadelphia,40.00737,-75.191347,Trolley Car Cafe,19129,261,3.5
51 N 12th St,8va8lpVU8aiQtnSbyjVScA,"Cheesesteaks, Restaurants, Breakfast & Brunch, Sandwiches",Philadelphia,39.9531593,-75.1590984,Spataro's Cheesesteaks,19107,261,2.5
4309 Locust St,iZNR8-rqsBL2afDk4Zxe8A,"Convenience Stores, Salad, Food, Delis, Caterers, Event Planning & Services, Kosher, Sandwiches, Restaurants",Philadelphia,39.953956271,-75.2097241761,Koch's Deli,19104,260,4.0
613 E Passyunk Ave,LizaSXXtaPjbxGtwo_rw9Q,"Italian, Restaurants",Philadelphia,39.9413851,-75.1503311,Gnocchi,19147,260,4.0
575 Adams Ave,eY8exh1aLVVhW6z_M0u_Eg,"Vietnamese, Restaurants",Philadelphia,40.0359369248,-75.107954232,Pho Ha Saigon,19120,259,3.5
2149 S 20th St,_3NZVCWeyFZ1_vWqi2avjw,"Bars, Sandwiches, Dive Bars, Nightlife, Restaurants",Philadelphia,39.9244658,-75.1793069,Nick's Old Original Roast Beef,19145,258,4.5
120 S 15th St,S21Myaj831l5rG4AKEyekA,"Mexican, Restaurants",Philadelphia,39.9505718077,-75.1657929609,Dos Tacos,19102,258,3.0
723 Walnut St,GVZUe3iXg75_Zp9ZS91y9g,"Tex-Mex, Restaurants, Specialty Food, Mexican, Ethnic Food, Soup, Bars, Food, Nightlife",Philadelphia,39.9481,-75.1535615,El Fuego,19106,258,3.5
1521 Locust St,KZ2V1ZPnrwoT0zcJunyIQw,"Wraps, Sandwiches, Restaurants, Delis, Breakfast & Brunch",Philadelphia,39.94867722,-75.1674140655,Schlesinger's,19102,258,3.5
443 Shurs Ln,vl4uDnmI6lM9zBcAR--84w,"Restaurants, Barbeque, Nightlife, Bars",Philadelphia,40.0253148,-75.2113988,Deke's Bar-B-Que,19128,257,4.5
2425 Grays Ferry Ave,0sb5sHF_BNcUzDxuia-D1w,"Restaurants, Gastropubs, Nightlife, Bars",Philadelphia,39.942818,-75.183322,Resurrection Ale House,19146,257,4.0
"2000 Hamilton St, Ste 104",UPD4qX0t1lm7G86mrj889w,"Dim Sum, Restaurants, Chinese, Noodles, Cantonese",Philadelphia,39.9621826,-75.1721897,Dim Sum & Noodle,19130,257,4.0
200 S 40th St,tl5dthD9F3vGCww-N9kSVA,"Wine Bars, Bars, American (New), Restaurants, Vegetarian, Nightlife, Breakfast & Brunch",Philadelphia,39.9539370699,-75.2028741528,Harvest Seasonal Grill & Wine Bar - Philadelphia,19104,257,3.0
1356 N 2nd St,5ItgryJvadUrKVljjJ8l4g,"Restaurants, Mexican",Philadelphia,39.972369,-75.1391965,Que Chula Es Puebla,19122,256,4.0
312 Race St,_RwlMTw9uFeOkfX9Ctf1HA,"American (Traditional), Food, Restaurants, Seafood",Philadelphia,39.9540048,-75.1454969,Dinardo's Famous Crabs,19106,256,2.5
930 Race St,bq0n3CQy1CkE_WUe76zQvg,"Noodles, Seafood, Restaurants, Chinese",Philadelphia,39.9552470769,-75.1554087019,Shiao Lan Kung,19107,254,3.5
1201 Spruce St,D_JgJY5V54i0EYOdTHmWlg,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, American (New)",Philadelphia,39.9467659,-75.1611269,Toast,19107,253,3.0
712-14 S St,ZCj5o6j6_0JjGOe04WoLsg,"Nightlife, Vietnamese, Bars, Beer Bar, Restaurants, Cocktail Bars, Food, Beer, Wine & Spirits",Philadelphia,39.9421239,-75.154438,Banh Mi and Bottles,19147,253,4.0
2929 Walnut St,LkasU7-347mpSm3erAQHyA,"Wine Bars, American (Traditional), Nightlife, Restaurants, Bars, Cafes, American (New)",Philadelphia,39.9522079227,-75.183563153,Walnut Street Cafe,19104,253,3.5
